City,Date,Season,Team1,Team2,Venue,TossWinner,TossDecision,WinningTeam,method,Umpire1,Umpire2,players_team1,players_team2,Total_Team1_Performance_score,Total_Team2_Performance_score
Nagpur,2010-04-12,2010,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore,field,Deccan Chargers,,RE Koertzen,RB Tiffin,"['Herschelle Gibbs', 'Adam Gilchrist', 'Tirumalasetti Suman', 'Rohit Sharma', 'Mohnish Mishra', 'Andrew Symonds', 'Ryan Harris', 'Bodapati Sumanth', 'Rp Singh', 'Pragyan Ojha', 'Harmeet Singh Bansal']","['Manish Pandey', 'Jacques Kallis', 'Rahul Dravid', 'Robin Uthappa', 'Ross Taylor', 'Virat Kohli', 'Cameron White', 'Vinay Kumar', 'Dale Steyn', 'Anil Kumble', 'Kp Appanna']",2.6767755371022797,2.4368331441224003
Mumbai,2010-04-13,2010,Mumbai Indians,Delhi Daredevils,Brabourne Stadium,Mumbai Indians,bat,Mumbai Indians,,S Asnani,DJ Harper,"['Chandan Madan', 'Sachin Tendulkar', 'Saurabh Tiwary', 'Ambati Rayudu', 'Jp Duminy', 'Kieron Pollard', 'Dwayne Bravo', 'Harbhajan Singh', 'Ali Murtaza', 'Zaheer Khan', 'Dilhara Fernando']","['David Warner', 'Virender Sehwag', 'Gautam Gambhir', 'Dinesh Karthik', 'Ab De Villiers', 'Paul Collingwood', 'Andrew Mcdonald', 'Amit Mishra', 'Pradeep Sangwan', 'Ashish Nehra', 'Sarabjit Ladda']",2.1158401341185074,2.2598696441600956
Chennai,2010-04-13,2010,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,bat,Chennai Super Kings,,SS Hazare,SJA Taufel,"['Murali Vijay', 'Matthew Hayden', 'Suresh Raina', 'Srikkanth Anirudha', 'Ms Dhoni', 'Subramaniam Badrinath', 'Albie Morkel', 'Ravichandran Ashwin', 'Shadab Jakati', 'Muttiah Muralitharan', 'Doug Bollinger']","['Sourav Ganguly', 'Chris Gayle', 'Brendon Mccullum', 'Manoj Tiwary', 'David Hussey', 'Angelo Mathews', 'Wriddhiman Saha', 'Laxmi Ratan Shukla', 'Ajit Agarkar', 'Iqbal Abdulla', 'Ashok Dinda']",2.8646644758301654,1.9234538259423013
Jaipur,2010-04-14,2010,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,bat,Royal Challengers Bangalore,,BR Doctrove,S Ravi,"['Michael Lumb', 'Naman Ojha', 'Amit Paunikar', 'Shane Watson', 'Abhishek Jhunjhunwala', 'Yusuf Pathan', 'Adam Voges', 'Abhishek Raut', 'Kamran Khan', 'Shane Warne', 'Siddharth Trivedi']","['Manish Pandey', 'Jacques Kallis', 'Kevin Pietersen', 'Robin Uthappa', 'Virat Kohli', 'Ross Taylor', 'Rahul Dravid', 'Vinay Kumar', 'Pankaj Singh', 'Anil Kumble', 'Dale Steyn']",2.0726559770410686,2.4509164567791766
Chennai,2010-04-15,2010,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Delhi Daredevils,,HDPK Dharmasena,SS Hazare,"['Murali Vijay', 'Matthew Hayden', 'Ms Dhoni', 'Suresh Raina', 'Michael Hussey', 'Subramaniam Badrinath', 'Albie Morkel', 'Ravichandran Ashwin', 'Lakshmipathy Balaji', 'Doug Bollinger', 'Shadab Jakati']","['Virender Sehwag', 'David Warner', 'Tillakaratne Dilshan', 'Gautam Gambhir', 'Dinesh Karthik', 'Mithun Manhas', 'Paul Collingwood', 'Amit Mishra', 'Ashish Nehra', 'Dirk Nannes', 'Umesh Yadav']",2.616177949012665,2.3678298646838654
Dharamsala,2010-04-16,2010,Kings XI Punjab,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,Deccan Chargers,field,Deccan Chargers,,M Erasmus,AM Saheba,"['Mahela Jayawardene', 'Shaun Marsh', 'Kumar Sangakkara', 'Yuvraj Singh', 'Irfan Pathan', 'Karan Goel', 'Juan Theron', 'Reetinder Sodhi', 'Piyush Chawla', 'Shalabh Srivastava', 'Vikramjeet Malik']","['Adam Gilchrist', 'Mohnish Mishra', 'Tirumalasetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Mitchell Marsh', 'Bodapati Sumanth', 'Rp Singh', 'Pragyan Ojha', 'Ryan Harris', 'Rahul Sharma']",1.867032056958229,2.2330544661002794
Kolkata,2010-04-17,2010,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,bat,Kolkata Knight Riders,,BG Jerling,RB Tiffin,"['Sourav Ganguly', 'Brendon Mccullum', 'Chris Gayle', 'Cheteshwar Pujara', 'Manoj Tiwary', 'Angelo Mathews', 'Laxmi Ratan Shukla', 'Jaydev Unadkat', 'Murali Kartik', 'Ashok Dinda', 'Shane Bond']","['Shane Watson', 'Naman Ojha', 'Yusuf Pathan', 'Aaron Finch', 'Adam Voges', 'Abhishek Raut', 'Paras Dogra', 'Faiz Fazal', 'Shane Warne', 'Siddharth Trivedi', 'Kamran Khan']",2.0984771526295476,1.83639678340692
Bangalore,2010-04-17,2010,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Mumbai Indians,,HDPK Dharmasena,SJA Taufel,"['Manish Pandey', 'Jacques Kallis', 'Kevin Pietersen', 'Rahul Dravid', 'Robin Uthappa', 'Ross Taylor', 'Virat Kohli', 'Dale Steyn', 'Vinay Kumar', 'Pankaj Singh', 'Anil Kumble']","['Ryan Mclaren', 'Sachin Tendulkar', 'Ambati Rayudu', 'Kieron Pollard', 'Jp Duminy', 'Abhishek Nayar', 'Saurabh Tiwary', 'Aditya Tare', 'Harbhajan Singh', 'Zaheer Khan', 'Dilhara Fernando']",2.4509164567791766,2.245141935931128
Delhi,2010-04-18,2010,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,Deccan Chargers,bat,Deccan Chargers,,BR Doctrove,SK Tarapore,"['David Warner', 'Virender Sehwag', 'Tillakaratne Dilshan', 'Gautam Gambhir', 'Mithun Manhas', 'Paul Collingwood', 'Dinesh Karthik', 'Amit Mishra', 'Ashish Nehra', 'Dirk Nannes', 'Umesh Yadav']","['Adam Gilchrist', 'Mohnish Mishra', 'Tirumalasetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Mitchell Marsh', 'Bodapati Sumanth', 'Chaminda Vaas', 'Rahul Sharma', 'Pragyan Ojha', 'Harmeet Singh Bansal']",2.3678298646838654,2.2358273605048993
Dharamsala,2010-04-18,2010,Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,field,Chennai Super Kings,,BF Bowden,AM Saheba,"['Mahela Jayawardene', 'Shaun Marsh', 'Kumar Sangakkara', 'Yuvraj Singh', 'Irfan Pathan', 'Karan Goel', 'Juan Theron', 'Ramesh Powar', 'Piyush Chawla', 'Sunny Sohal', 'Vikram Singh']","['Murali Vijay', 'Matthew Hayden', 'Suresh Raina', 'Subramaniam Badrinath', 'Ms Dhoni', 'Albie Morkel', 'Jm Kemp', 'Ravichandran Ashwin', 'Shadab Jakati', 'Doug Bollinger', 'Sudeep Tyagi']",2.055532924097649,2.5739815651972155
Kolkata,2010-04-19,2010,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,bat,Kolkata Knight Riders,,BG Jerling,RE Koertzen,"['Sourav Ganguly', 'Brendon Mccullum', 'David Hussey', 'Manoj Tiwary', 'Angelo Mathews', 'Cheteshwar Pujara', 'Wriddhiman Saha', 'Jaydev Unadkat', 'Murali Kartik', 'Ashok Dinda', 'Shane Bond']","['Aditya Tare', 'Shikhar Dhawan', 'Saurabh Tiwary', 'Jp Duminy', 'Rajagopal Sathish', 'Dwayne Bravo', 'Ambati Rayudu', 'Stuart Binny', 'Ryan Mclaren', 'Ali Murtaza', 'Dilhara Fernando']",2.0610699216695596,1.687833571674187
Mumbai,2010-04-21,2010,Royal Challengers Bangalore,Mumbai Indians,Dr DY Patil Sports Academy,Mumbai Indians,bat,Mumbai Indians,,BR Doctrove,RB Tiffin,"['Jacques Kallis', 'Rahul Dravid', 'Kevin Pietersen', 'Robin Uthappa', 'Ross Taylor', 'Virat Kohli', 'Manish Pandey', 'Praveen Kumar', 'Vinay Kumar', 'Dale Steyn', 'Anil Kumble']","['Shikhar Dhawan', 'Sachin Tendulkar', 'Abhishek Nayar', 'Ambati Rayudu', 'Jp Duminy', 'Saurabh Tiwary', 'Kieron Pollard', 'Harbhajan Singh', 'Zaheer Khan', 'Dilhara Fernando', 'Lasith Malinga']",2.5848744415092852,2.418213640316827
Mumbai,2010-04-22,2010,Chennai Super Kings,Deccan Chargers,Dr DY Patil Sports Academy,Chennai Super Kings,bat,Chennai Super Kings,,BR Doctrove,RB Tiffin,"['Murali Vijay', 'Matthew Hayden', 'Suresh Raina', 'Subramaniam Badrinath', 'Ms Dhoni', 'Albie Morkel', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Shadab Jakati', 'Doug Bollinger', 'Muttiah Muralitharan']","['Adam Gilchrist', 'Herschelle Gibbs', 'Tirumalasetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Mohnish Mishra', 'Bodapati Sumanth', 'Ryan Harris', 'Harmeet Singh Bansal', 'Rp Singh', 'Pragyan Ojha']",2.864664475830166,2.6767755371022797
Mumbai,2010-04-24,2010,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,Deccan Chargers,bat,Royal Challengers Bangalore,,RE Koertzen,SJA Taufel,"['Jacques Kallis', 'Rahul Dravid', 'Kevin Pietersen', 'Robin Uthappa', 'Virat Kohli', 'Cameron White', 'Balachandra Akhil', 'Praveen Kumar', 'Anil Kumble', 'Nayan Doshi', 'Dale Steyn']","['Adam Gilchrist', 'Mohnish Mishra', 'Anirudh Singh', 'Rohit Sharma', 'Andrew Symonds', 'Dwayne Smith', 'Venugopal Rao', 'Ryan Harris', 'Rahul Sharma', 'Harmeet Singh Bansal', 'Pragyan Ojha']",2.259582288353799,2.21553141896704
Mumbai,2010-04-25,2010,Chennai Super Kings,Mumbai Indians,Dr DY Patil Sports Academy,Chennai Super Kings,bat,Chennai Super Kings,,RE Koertzen,SJA Taufel,"['Murali Vijay', 'Matthew Hayden', 'Suresh Raina', 'Subramaniam Badrinath', 'Ms Dhoni', 'Albie Morkel', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Shadab Jakati', 'Doug Bollinger', 'Muttiah Muralitharan']","['Shikhar Dhawan', 'Sachin Tendulkar', 'Abhishek Nayar', 'Harbhajan Singh', 'Ambati Rayudu', 'Saurabh Tiwary', 'Jp Duminy', 'Kieron Pollard', 'Zaheer Khan', 'Lasith Malinga', 'Dilhara Fernando']",2.864664475830166,2.418213640316827
Chennai,2011-04-08,2011,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,,BR Doctrove,PR Reiffel,"['Srikkanth Anirudha', 'Murali Vijay', 'Suresh Raina', 'Ms Dhoni', 'Albie Morkel', 'Scott Styris', 'Subramaniam Badrinath', 'Ravichandran Ashwin', 'Shadab Jakati', 'Tim Southee', 'Suraj Randiv']","['Manvinder Bisla', 'Jacques Kallis', 'Yusuf Pathan', 'Manoj Tiwary', 'Eoin Morgan', 'Gautam Gambhir', 'Rajat Bhatia', 'Iqbal Abdulla', 'Lakshmipathy Balaji', 'Sarabjit Ladda', 'Laxmi Ratan Shukla']",2.6963423310444337,2.1326169774748966
Hyderabad,2011-04-09,2011,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,field,Rajasthan Royals,,RE Koertzen,SK Tarapore,"['Shikhar Dhawan', 'Ishank Jaggi', 'Kumar Sangakkara', 'Bharat Chipli', 'Jp Duminy', 'Dan Christian', 'Dwaraka Ravi Teja', 'Dale Steyn', 'Amit Mishra', 'Ishant Sharma', 'Pragyan Ojha']","['Amit Paunikar', 'Rahul Dravid', 'Johan Botha', 'Ross Taylor', 'Abhishek Raut', 'Ashok Menaria', 'Jacob Oram', 'Shane Warne', 'Siddharth Trivedi', 'Stuart Binny', 'Amit Singh']",2.3150881620524855,1.7411974019868632
Kochi,2011-04-09,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Nehru Stadium,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,,HDPK Dharmasena,K Hariharan,"['Brendon Mccullum', 'Vvs Laxman', 'Mahela Jayawardene', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Parthiv Patel', 'Muttiah Muralitharan', 'Vinay Kumar', 'Shanthakumaran Sreesanth', 'Rp Singh']","['Mayank Agarwal', 'Tillakaratne Dilshan', 'Virat Kohli', 'Ab De Villiers', 'Saurabh Tiwary', 'Asad Pathan', 'Cheteshwar Pujara', 'Zaheer Khan', 'Daniel Vettori', 'Dirk Nannes', 'Abhimanyu Mithun']",1.9077787714568666,2.055473151973136
Mumbai,2011-04-10,2011,Pune Warriors,Kings XI Punjab,Dr DY Patil Sports Academy,Kings XI Punjab,bat,Pune Warriors,,BR Doctrove,PR Reiffel,"['Davy Jacobs', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Kieron Pollard', 'James Franklin', 'Rajagopal Sathish', 'Harbhajan Singh', 'Ali Murtaza', 'Munaf Patel', 'Lasith Malinga']","['David Warner', 'Virender Sehwag', 'Unmukt Chand', 'Aaron Finch', 'Naman Ojha', 'Venugopal Rao', 'Irfan Pathan', 'Roelof Van Der Merwe', 'Morne Morkel', 'Umesh Yadav', 'Ashok Dinda']",2.8893451735270315,1.980979856796576
Delhi,2011-04-10,2011,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Mumbai Indians,,AM Saheba,RB Tiffin,"['Adam Gilchrist', 'Shaun Marsh', 'Paul Valthaty', 'Dinesh Karthik', 'Abhishek Nayar', 'Sunny Singh', 'Ryan Mclaren', 'Piyush Chawla', 'Praveen Kumar', 'Nathan Rimmington', 'Bhargav Bhatt']","['Graeme Smith', 'Jesse Ryder', 'Mithun Manhas', 'Robin Uthappa', 'Yuvraj Singh', 'Mohnish Mishra', 'Rahul Sharma', 'Murali Kartik', 'Shrikant Wagh', 'Wayne Parnell', 'Alfonso Thomas']",2.3721359704165614,2.019284097657761
Kolkata,2011-04-11,2011,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,,RE Koertzen,SK Tarapore,"['Jacques Kallis', 'Manvinder Bisla', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Ryan Ten Doeschate', 'Iqbal Abdulla', 'Rajat Bhatia', 'Lakshmipathy Balaji', 'Jaydev Unadkat']","['Shikhar Dhawan', 'Ishank Jaggi', 'Bharat Chipli', 'Kumar Sangakkara', 'Jp Duminy', 'Dan Christian', 'Dwaraka Ravi Teja', 'Dale Steyn', 'Amit Mishra', 'Ishant Sharma', 'Pragyan Ojha']",2.2117797218591604,2.3150881620524855
Jaipur,2011-04-12,2011,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,Delhi Daredevils,bat,Rajasthan Royals,,Aleem Dar,RB Tiffin,"['Amit Paunikar', 'Rahul Dravid', 'Johan Botha', 'Ashok Menaria', 'Ajinkya Rahane', 'Ross Taylor', 'Abhishek Raut', 'Shane Warne', 'Siddharth Trivedi', 'Shaun Tait', 'Amit Singh']","['David Warner', 'Virender Sehwag', 'Aaron Finch', 'Unmukt Chand', 'Naman Ojha', 'Venugopal Rao', 'Irfan Pathan', 'Roelof Van Der Merwe', 'Morne Morkel', 'Shahbaz Nadeem', 'Ashok Dinda']",1.805919388624428,2.023469435663577
Bangalore,2011-04-12,2011,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,Mumbai Indians,,HDPK Dharmasena,AL Hill,"['Mayank Agarwal', 'Tillakaratne Dilshan', 'Virat Kohli', 'Ab De Villiers', 'Asad Pathan', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Zaheer Khan', 'Daniel Vettori', 'Dirk Nannes', 'Abhimanyu Mithun']","['Davy Jacobs', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Kieron Pollard', 'James Franklin', 'Rajagopal Sathish', 'Harbhajan Singh', 'Ali Murtaza', 'Munaf Patel', 'Lasith Malinga']",2.0554731519731364,2.8893451735270315
Chandigarh,2011-04-13,2011,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Kings XI Punjab,,Asad Rauf,SL Shastri,"['Paul Valthaty', 'Adam Gilchrist', 'Shaun Marsh', 'Sunny Singh', 'Abhishek Nayar', 'Dinesh Karthik', 'Ryan Mclaren', 'Praveen Kumar', 'Ryan Harris', 'Piyush Chawla', 'Bhargav Bhatt']","['Srikkanth Anirudha', 'Murali Vijay', 'Suresh Raina', 'Subramaniam Badrinath', 'Ms Dhoni', 'Scott Styris', 'Albie Morkel', 'Ravichandran Ashwin', 'Shadab Jakati', 'Tim Southee', 'Suraj Randiv']",2.3698713646991263,2.696342331044434
Mumbai,2011-04-13,2011,Pune Warriors,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,Kochi Tuskers Kerala,bat,Pune Warriors,,S Asnani,PR Reiffel,"['Brendon Mccullum', 'Vvs Laxman', 'Parthiv Patel', 'Mahela Jayawardene', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Vinay Kumar', 'Shanthakumaran Sreesanth', 'Muttiah Muralitharan', 'Rp Singh']","['Jesse Ryder', 'Graeme Smith', 'Mithun Manhas', 'Yuvraj Singh', 'Robin Uthappa', 'Mohnish Mishra', 'Wayne Parnell', 'Rahul Sharma', 'Murali Kartik', 'Shrikant Wagh', 'Alfonso Thomas']",1.9077787714568666,2.019284097657761
Hyderabad,2011-04-14,2011,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,field,Deccan Chargers,,RE Koertzen,S Ravi,"['Sunny Sohal', 'Shikhar Dhawan', 'Kumar Sangakkara', 'Bharat Chipli', 'Jp Duminy', 'Dan Christian', 'Dwaraka Ravi Teja', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma', 'Manpreet Gony']","['Mayank Agarwal', 'Tillakaratne Dilshan', 'Zaheer Khan', 'Virat Kohli', 'Ab De Villiers', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Johan Van Der Wath', 'Daniel Vettori', 'Ryan Ninan', 'Sreenath Aravind']",2.3337156035490456,1.9694750592570107
Mumbai,2011-04-15,2011,Mumbai Indians,Kochi Tuskers Kerala,Wankhede Stadium,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,,BR Doctrove,PR Reiffel,"['Davy Jacobs', 'Sachin Tendulkar', 'Ambati Rayudu', 'Kieron Pollard', 'Rohit Sharma', 'Andrew Symonds', 'Rajagopal Sathish', 'Harbhajan Singh', 'Ali Murtaza', 'Munaf Patel', 'Lasith Malinga']","['Brendon Mccullum', 'Mahela Jayawardene', 'Ravindra Jadeja', 'Brad Hodge', 'Kedar Jadhav', 'Parthiv Patel', 'Thisara Perera', 'Raiphi Gomez', 'Vinay Kumar', 'Ramesh Powar', 'Rp Singh']",3.0863271727433608,1.617867213926961
Jaipur,2011-04-15,2011,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,Aleem Dar,SS Hazare,"['Amit Paunikar', 'Rahul Dravid', 'Ashok Menaria', 'Shane Watson', 'Ross Taylor', 'Johan Botha', 'Abhishek Raut', 'Shane Warne', 'Siddharth Trivedi', 'Nayan Doshi', 'Amit Singh']","['Manvinder Bisla', 'Jacques Kallis', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Shakib Al Hasan', 'Iqbal Abdulla', 'Rajat Bhatia', 'Brett Lee', 'Lakshmipathy Balaji']",1.9124775424051679,2.124449289183607
Hyderabad,2011-04-16,2011,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,Kings XI Punjab,,RE Koertzen,S Ravi,"['Sunny Sohal', 'Shikhar Dhawan', 'Kumar Sangakkara', 'Jp Duminy', 'Bharat Chipli', 'Dan Christian', 'Manpreet Gony', 'Dwaraka Ravi Teja', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']","['Adam Gilchrist', 'Paul Valthaty', 'Abhishek Nayar', 'Dinesh Karthik', 'Shaun Marsh', 'Sunny Singh', 'Ryan Mclaren', 'Praveen Kumar', 'Ryan Harris', 'Piyush Chawla', 'Vikramjeet Malik']",2.3337156035490456,2.313598645974596
Chennai,2011-04-16,2011,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,,HDPK Dharmasena,AL Hill,"['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'Ms Dhoni', 'Albie Morkel', 'Subramaniam Badrinath', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Shadab Jakati', 'Tim Southee', 'Suraj Randiv']","['Mayank Agarwal', 'Tillakaratne Dilshan', 'Asad Pathan', 'Virat Kohli', 'Ab De Villiers', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Johan Van Der Wath', 'Daniel Vettori', 'Ryan Ninan', 'Zaheer Khan']",2.847450126486434,1.8970955769790772
Mumbai,2011-04-17,2011,Pune Warriors,Delhi Daredevils,Dr DY Patil Sports Academy,Delhi Daredevils,field,Delhi Daredevils,,Asad Rauf,AM Saheba,"['David Warner', 'Virender Sehwag', 'Irfan Pathan', 'Naman Ojha', 'Matthew Wade', 'Venugopal Rao', 'Aaron Finch', 'James Hopes', 'Shahbaz Nadeem', 'Ashok Dinda', 'Umesh Yadav']","['Jesse Ryder', 'Graeme Smith', 'Mithun Manhas', 'Yuvraj Singh', 'Robin Uthappa', 'Mohnish Mishra', 'Wayne Parnell', 'Abhishek Jhunjhunwala', 'Rahul Sharma', 'Shrikant Wagh', 'Alfonso Thomas']",2.1703831574155954,2.030000024407051
Kolkata,2011-04-17,2011,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,,Aleem Dar,RB Tiffin,"['Jacques Kallis', 'Manvinder Bisla', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Shakib Al Hasan', 'Iqbal Abdulla', 'Rajat Bhatia', 'Brett Lee', 'Lakshmipathy Balaji']","['Shane Watson', 'Amit Paunikar', 'Faiz Fazal', 'Abhishek Raut', 'Ashok Menaria', 'Ross Taylor', 'Ajinkya Rahane', 'Shane Warne', 'Shaun Tait', 'Siddharth Trivedi', 'Amit Singh']",2.124449289183607,1.7022976085788493
Kochi,2011-04-18,2011,Kochi Tuskers Kerala,Chennai Super Kings,Nehru Stadium,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,D/L,K Hariharan,AL Hill,"['Brendon Mccullum', 'Mahela Jayawardene', 'Parthiv Patel', 'Brad Hodge', 'Ravindra Jadeja', 'Kedar Jadhav', 'Thisara Perera', 'Raiphi Gomez', 'Vinay Kumar', 'Ramesh Powar', 'Rp Singh']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'Subramaniam Badrinath', 'Ms Dhoni', 'Albie Morkel', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Shadab Jakati', 'Tim Southee', 'Doug Bollinger']",1.617867213926961,2.942238494725038
Delhi,2011-04-19,2011,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,Deccan Chargers,bat,Deccan Chargers,,PR Reiffel,RJ Tucker,"['David Warner', 'Virender Sehwag', 'Naman Ojha', 'Aaron Finch', 'Venugopal Rao', 'Irfan Pathan', 'James Hopes', 'Yogesh Nagar', 'Morne Morkel', 'Shahbaz Nadeem', 'Ashok Dinda']","['Sunny Sohal', 'Shikhar Dhawan', 'Kumar Sangakkara', 'Cameron White', 'Dan Christian', 'Bharat Chipli', 'Dwaraka Ravi Teja', 'Amit Mishra', 'Dale Steyn', 'Pragyan Ojha', 'Harmeet Singh Bansal']",2.2868945364773428,2.6057931844422773
Mumbai,2011-04-20,2011,Mumbai Indians,Pune Warriors,Wankhede Stadium,Pune Warriors,bat,Mumbai Indians,,Asad Rauf,AM Saheba,"['James Franklin', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'An Ahmed Duplicate', 'Ali Murtaza', 'Munaf Patel', 'Lasith Malinga']","['Jesse Ryder', 'Tim Paine', 'Mithun Manhas', 'Robin Uthappa', 'Yuvraj Singh', 'Mohnish Mishra', 'Murali Kartik', 'Wayne Parnell', 'Rahul Sharma', 'Shrikant Wagh', 'Alfonso Thomas']",3.00647680712914,1.907809897218749
Kolkata,2011-04-20,2011,Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,Kolkata Knight Riders,field,Kochi Tuskers Kerala,,Aleem Dar,RB Tiffin,"['Manvinder Bisla', 'Jacques Kallis', 'Gautam Gambhir', 'Manoj Tiwary', 'Eoin Morgan', 'Shakib Al Hasan', 'Yusuf Pathan', 'Rajat Bhatia', 'Brett Lee', 'Iqbal Abdulla', 'Lakshmipathy Balaji']","['Brendon Mccullum', 'Mahela Jayawardene', 'Parthiv Patel', 'Brad Hodge', 'Ravindra Jadeja', 'Kedar Jadhav', 'Raiphi Gomez', 'Vinay Kumar', 'Ramesh Powar', 'Muttiah Muralitharan', 'Rp Singh']",2.1244492891836075,1.889615342505303
Chandigarh,2011-04-21,2011,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,Kings XI Punjab,,S Asnani,PR Reiffel,"['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'Abhishek Nayar', 'Ryan Mclaren', 'Sunny Singh', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar', 'Bhargav Bhatt']","['Swapnil Asnodkar', 'Rahul Dravid', 'Shane Watson', 'Stuart Binny', 'Ross Taylor', 'Ashok Menaria', 'Abhishek Raut', 'Dishant Yagnik', 'Shane Warne', 'Shaun Tait', 'Siddharth Trivedi']",2.3698713646991263,1.692723897599753
Mumbai,2011-04-22,2011,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Mumbai Indians,,Asad Rauf,AM Saheba,"['Rajagopal Sathish', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'James Franklin', 'Harbhajan Singh', 'An Ahmed Duplicate', 'Munaf Patel', 'Lasith Malinga']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'Subramaniam Badrinath', 'Ms Dhoni', 'Srikkanth Anirudha', 'Albie Morkel', 'Ravichandran Ashwin', 'Joginder Sharma', 'Suraj Randiv', 'Doug Bollinger']",3.0932223614618977,2.827623916838583
